context,question,answer,context_id
Bên bị thiệt hại do hành vi không thực hiện đúng nghĩa vụ trong hợp đồng của bên kia được bồi thường.,Bên bị thiệt hại do hành vi vi phạm nghĩa vụ hợp đồng của bên kia có quyền yêu cầu gì?,Bên bị thiệt hại do hành vi không thực hiện đúng nghĩa vụ trong hợp đồng của bên kia được bồi thường.,doc_1158
"Trường hợp trẻ em bị bỏ rơi, chưa xác định được cha đẻ, mẹ đẻ và chưa được nhận làm con nuôi thì họ của trẻ em được xác định theo đề nghị của người đứng đầu cơ sở nuôi dưỡng trẻ em đó hoặc theo đề nghị của người có yêu cầu đăng ký khai sinh cho trẻ em, nếu trẻ em đang được người đó tạm thời nuôi dưỡng.",Trẻ em bị bỏ rơi và chưa xác định được cha mẹ đẻ có thể xác định họ như thế nào?,"Trường hợp trẻ em bị bỏ rơi, chưa xác định được cha đẻ, mẹ đẻ và chưa được nhận làm con nuôi thì họ của trẻ em được xác định theo đề nghị của người đứng đầu cơ sở nuôi dưỡng trẻ em đó hoặc theo đề nghị của người có yêu cầu đăng ký khai sinh cho trẻ em, nếu trẻ em đang được người đó tạm thời nuôi dưỡng.",doc_1159
Các chi phí khác.,"Các chi phí nào được tính vào khoản ""Các chi phí khác"" trong thứ tự ưu tiên thanh toán?",Các chi phí khác.,doc_1160
"Khi việc cầm cố tài sản chấm dứt theo quy định tại khoản 1 và khoản 2 Điều 315 của Bộ luật Dân sự hoặc theo thỏa thuận của các bên, tài sản cầm cố và giấy tờ liên quan đến tài sản cầm cố được trả lại cho bên cầm cố.",Các trường hợp nào dẫn đến việc trả lại tài sản cầm cố theo quy định tại Điều 316?,"Khi việc cầm cố tài sản chấm dứt theo quy định tại khoản 1 và khoản 2 Điều 315 của Bộ luật Dân sự hoặc theo thỏa thuận của các bên, tài sản cầm cố và giấy tờ liên quan đến tài sản cầm cố được trả lại cho bên cầm cố.",doc_1161
Quyền sở hữu của chủ sở hữu chấm dứt khi tài sản được chuyển giao qua thừa kế.,Chuyển giao quyền sở hữu thông qua thừa kế có làm chấm dứt quyền sở hữu của chủ sở hữu không?,Quyền sở hữu của chủ sở hữu chấm dứt khi tài sản được chuyển giao qua thừa kế.,doc_1162
Hợp đồng có thể chấm dứt theo thỏa thuận của các bên.,Thỏa thuận chấm dứt hợp đồng có ảnh hưởng đến việc thực hiện hợp đồng không?,Hợp đồng có thể chấm dứt theo thỏa thuận của các bên.,doc_1163
Nghĩa vụ phân chia được theo phần là nghĩa vụ mà đối tượng của nghĩa vụ có thể chia thành nhiều phần để thực hiện.,Nghĩa vụ phân chia được theo phần là gì?,Nghĩa vụ phân chia được theo phần là nghĩa vụ mà đối tượng của nghĩa vụ có thể chia thành nhiều phần để thực hiện.,doc_1164
Bên ủy quyền chịu trách nhiệm về cam kết do bên được ủy quyền thực hiện trong phạm vi ủy quyền.,Bên ủy quyền có chịu trách nhiệm về cam kết do bên được ủy quyền thực hiện không?,Bên ủy quyền chịu trách nhiệm về cam kết do bên được ủy quyền thực hiện trong phạm vi ủy quyền.,doc_1165
Quyền sở hữu chấm dứt khi tài sản bị tịch thu.,Tài sản bị tịch thu có làm mất quyền sở hữu của người sở hữu không?,Quyền sở hữu chấm dứt khi tài sản bị tịch thu.,doc_1166
Hợp đồng có thể bị hủy bỏ hoặc bị đơn phương chấm dứt thực hiện.,Hợp đồng có thể bị chấm dứt do hủy bỏ hoặc đơn phương chấm dứt không?,Hợp đồng có thể bị hủy bỏ hoặc bị đơn phương chấm dứt thực hiện.,doc_1167
Nghĩa vụ được bảo đảm bằng cầm cố chấm dứt.,Điều gì xảy ra khi nghĩa vụ được bảo đảm bằng cầm cố chấm dứt?,Nghĩa vụ được bảo đảm bằng cầm cố chấm dứt.,doc_1168
Bên nhận thế chấp có nghĩa vụ thực hiện thủ tục xử lý tài sản thế chấp theo đúng quy định của pháp luật.,Bên nhận thế chấp có nghĩa vụ gì khi xử lý tài sản thế chấp?,Bên nhận thế chấp có nghĩa vụ thực hiện thủ tục xử lý tài sản thế chấp theo đúng quy định của pháp luật.,doc_1169
"Khi những người có quyền thừa kế di sản của nhau chết cùng thời điểm hoặc không thể xác định được người nào chết trước, họ không được thừa kế di sản của nhau và di sản của mỗi người sẽ do người thừa kế của người đó hưởng, trừ trường hợp thừa kế thế vị theo quy định tại Điều 652.",Trường hợp thừa kế thế vị có ảnh hưởng gì đến việc thừa kế di sản khi các bên chết cùng thời điểm không?,"Khi những người có quyền thừa kế di sản của nhau chết cùng thời điểm hoặc không thể xác định được người nào chết trước, họ không được thừa kế di sản của nhau và di sản của mỗi người sẽ do người thừa kế của người đó hưởng, trừ trường hợp thừa kế thế vị theo quy định tại Điều 652.",doc_1170
"Bên vận chuyển có quyền từ chối chuyên chở hành khách nếu hành khách không chấp hành quy định của bên vận chuyển hoặc có hành vi làm mất trật tự công cộng, cản trở công việc của bên vận chuyển, đe dọa đến tính mạng, sức khỏe, tài sản của người khác hoặc có hành vi khác không bảo đảm an toàn trong hành trình; trong trường hợp này, hành khách không được trả lại cước phí vận chuyển và phải chịu phạt vi phạm, nếu điều lệ vận chuyển có quy định.",Bên vận chuyển có quyền từ chối chuyên chở hành khách nếu hành khách gây nguy hiểm cho người khác không?,"Bên vận chuyển có quyền từ chối chuyên chở hành khách nếu hành khách không chấp hành quy định của bên vận chuyển hoặc có hành vi làm mất trật tự công cộng, cản trở công việc của bên vận chuyển, đe dọa đến tính mạng, sức khỏe, tài sản của người khác hoặc có hành vi khác không bảo đảm an toàn trong hành trình; trong trường hợp này, hành khách không được trả lại cước phí vận chuyển và phải chịu phạt vi phạm, nếu điều lệ vận chuyển có quy định.",doc_1171
"Đối với cây là mốc giới chung, các bên đều có nghĩa vụ bảo vệ; hoa lợi thu được từ cây được chia đều, trừ trường hợp có thỏa thuận khác.","Đối với cây là mốc giới chung, các bên có nghĩa vụ gì?","Đối với cây là mốc giới chung, các bên đều có nghĩa vụ bảo vệ; hoa lợi thu được từ cây được chia đều, trừ trường hợp có thỏa thuận khác.",doc_1172
"Trường hợp luật quy định giao dịch dân sự phải được thể hiện bằng văn bản có công chứng, chứng thực, đăng ký thì phải tuân theo quy định đó.","Việc yêu cầu công chứng, chứng thực hoặc đăng ký có ảnh hưởng như thế nào đến giao dịch dân sự?","Trường hợp luật quy định giao dịch dân sự phải được thể hiện bằng văn bản có công chứng, chứng thực, đăng ký thì phải tuân theo quy định đó.",doc_1173
Tiền cấp dưỡng còn thiếu.,Các nghĩa vụ cấp dưỡng được thanh toán ở đâu trong thứ tự ưu tiên?,Tiền cấp dưỡng còn thiếu.,doc_1174
Việc giải thích hợp đồng được thực hiện theo quy định tại Điều 404 của Bộ luật Dân sự; việc giải thích nội dung di chúc được thực hiện theo quy định tại Điều 648 của Bộ luật Dân sự.,Điều 648 của Bộ luật Dân sự quy định gì về việc giải thích di chúc?,Việc giải thích hợp đồng được thực hiện theo quy định tại Điều 404 của Bộ luật Dân sự; việc giải thích nội dung di chúc được thực hiện theo quy định tại Điều 648 của Bộ luật Dân sự.,doc_1175
Đề nghị giao kết hợp đồng chấm dứt khi hết thời hạn trả lời chấp nhận.,Hết thời hạn trả lời có phải là yếu tố khiến đề nghị giao kết hợp đồng chấm dứt không?,Đề nghị giao kết hợp đồng chấm dứt khi hết thời hạn trả lời chấp nhận.,doc_1176
Chi nhánh có nhiệm vụ thực hiện toàn bộ hoặc một phần chức năng của pháp nhân.,Chi nhánh có thể thực hiện các chức năng khác ngoài những chức năng của pháp nhân không?,Chi nhánh có nhiệm vụ thực hiện toàn bộ hoặc một phần chức năng của pháp nhân.,doc_1177
"Không được bán, trao đổi, tặng cho, sử dụng tài sản cầm cố để bảo đảm thực hiện nghĩa vụ khác.","Theo Điều 313, hành động nào bị cấm đối với bên nhận cầm cố?","Không được bán, trao đổi, tặng cho, sử dụng tài sản cầm cố để bảo đảm thực hiện nghĩa vụ khác.",doc_1178
Thực hiện công việc không có ủy quyền là việc một người không có nghĩa vụ thực hiện công việc nhưng đã tự nguyện thực hiện công việc đó vì lợi ích của người có công việc được thực hiện khi người này không biết hoặc biết mà không phản đối.,Khi nào một người được coi là thực hiện công việc không có ủy quyền?,Thực hiện công việc không có ủy quyền là việc một người không có nghĩa vụ thực hiện công việc nhưng đã tự nguyện thực hiện công việc đó vì lợi ích của người có công việc được thực hiện khi người này không biết hoặc biết mà không phản đối.,doc_1179
"Không ai có thể bị hạn chế, bị tước đoạt trái luật quyền sở hữu, quyền khác đối với tài sản.","Liệu ai có thể bị tước đoạt quyền sở hữu, quyền khác đối với tài sản?","Không ai có thể bị hạn chế, bị tước đoạt trái luật quyền sở hữu, quyền khác đối với tài sản.",doc_1180
Nghĩa vụ phát sinh từ hợp đồng.,Hợp đồng đóng vai trò gì trong việc xác định nghĩa vụ?,Nghĩa vụ phát sinh từ hợp đồng.,doc_1181
Bảo lãnh chấm dứt khi bên bảo lãnh đã thực hiện nghĩa vụ bảo lãnh.,Việc thực hiện nghĩa vụ bảo lãnh có làm chấm dứt bảo lãnh không?,Bảo lãnh chấm dứt khi bên bảo lãnh đã thực hiện nghĩa vụ bảo lãnh.,doc_1182
Việc làm căn cước cho trẻ em có tên nước ngoài hoàn toàn khả thi nếu tuân thủ đúng quy định.,Làm căn cước cho trẻ em có tên nước ngoài được không?,Việc làm căn cước cho trẻ em có tên nước ngoài hoàn toàn khả thi nếu tuân thủ đúng quy định.,doc_1183
Mục đích của giao dịch dân sự là lợi ích mà chủ thể mong muốn đạt được khi xác lập giao dịch đó.,Lợi ích mà chủ thể mong muốn đạt được trong giao dịch dân sự được gọi là gì?,Mục đích của giao dịch dân sự là lợi ích mà chủ thể mong muốn đạt được khi xác lập giao dịch đó.,doc_1184
Người chiếm hữu được suy đoán là ngay tình; người nào cho rằng người chiếm hữu không ngay tình thì phải chứng minh.,Người chiếm hữu được suy đoán là ngay tình phải không?,Người chiếm hữu được suy đoán là ngay tình; người nào cho rằng người chiếm hữu không ngay tình thì phải chứng minh.,doc_1185
"Hợp đồng hợp tác là sự thỏa thuận giữa các cá nhân, pháp nhân về việc cùng đóng góp tài sản, công sức để thực hiện công việc nhất định, cùng hưởng lợi và cùng chịu trách nhiệm.",Hợp đồng hợp tác yêu cầu đóng góp những gì từ các bên tham gia?,"Hợp đồng hợp tác là sự thỏa thuận giữa các cá nhân, pháp nhân về việc cùng đóng góp tài sản, công sức để thực hiện công việc nhất định, cùng hưởng lợi và cùng chịu trách nhiệm.",doc_1186
Hành khách có quyền yêu cầu được chuyên chở đúng bằng phương tiện vận chuyển và giá trị theo cước phí vận chuyển với lộ trình đã thỏa thuận.,Hành khách có quyền yêu cầu được chuyên chở với lộ trình đã thỏa thuận không?,Hành khách có quyền yêu cầu được chuyên chở đúng bằng phương tiện vận chuyển và giá trị theo cước phí vận chuyển với lộ trình đã thỏa thuận.,doc_1187
Cầm giữ tài sản chấm dứt khi tài sản cầm giữ không còn.,Liệu cầm giữ tài sản có thể chấm dứt nếu tài sản không còn nữa không?,Cầm giữ tài sản chấm dứt khi tài sản cầm giữ không còn.,doc_1188
"Việc thành lập, hoạt động và chấm dứt pháp nhân phi thương mại được thực hiện theo quy định của Bộ luật Dân sự, các luật về tổ chức bộ máy nhà nước và quy định khác của pháp luật có liên quan.","Việc thành lập, hoạt động và chấm dứt pháp nhân phi thương mại được thực hiện theo quy định nào?","Việc thành lập, hoạt động và chấm dứt pháp nhân phi thương mại được thực hiện theo quy định của Bộ luật Dân sự, các luật về tổ chức bộ máy nhà nước và quy định khác của pháp luật có liên quan.",doc_1189
"Khi người thi công có lỗi trong việc để nhà cửa, công trình xây dựng khác gây thiệt hại thì phải liên đới bồi thường.","Người thi công có trách nhiệm gì khi nhà cửa, công trình xây dựng gây thiệt hại?","Khi người thi công có lỗi trong việc để nhà cửa, công trình xây dựng khác gây thiệt hại thì phải liên đới bồi thường.",doc_1190
Quyền sở hữu của chủ sở hữu chấm dứt kể từ thời điểm phát sinh quyền sở hữu của người được chuyển giao.,Quyền sở hữu của chủ sở hữu chấm dứt khi nào trong trường hợp chuyển giao quyền sở hữu?,Quyền sở hữu của chủ sở hữu chấm dứt kể từ thời điểm phát sinh quyền sở hữu của người được chuyển giao.,doc_1191
"Việc thu thập, lưu giữ, sử dụng, công khai thông tin liên quan đến đời sống riêng tư, bí mật cá nhân phải được người đó đồng ý, việc thu thập, lưu giữ, sử dụng, công khai thông tin liên quan đến bí mật gia đình phải được các thành viên gia đình đồng ý, trừ trường hợp luật có quy định khác.","Việc thu thập và sử dụng thông tin liên quan đến đời sống riêng tư, bí mật cá nhân phải tuân thủ quy định nào?","Việc thu thập, lưu giữ, sử dụng, công khai thông tin liên quan đến đời sống riêng tư, bí mật cá nhân phải được người đó đồng ý, việc thu thập, lưu giữ, sử dụng, công khai thông tin liên quan đến bí mật gia đình phải được các thành viên gia đình đồng ý, trừ trường hợp luật có quy định khác.",doc_1192
Một bên có quyền đơn phương chấm dứt thực hiện hợp đồng và không phải bồi thường thiệt hại khi bên kia vi phạm nghiêm trọng nghĩa vụ trong hợp đồng hoặc các bên có thỏa thuận hoặc pháp luật có quy định.,Khi nào một bên có quyền đơn phương chấm dứt hợp đồng mà không phải bồi thường thiệt hại?,Một bên có quyền đơn phương chấm dứt thực hiện hợp đồng và không phải bồi thường thiệt hại khi bên kia vi phạm nghiêm trọng nghĩa vụ trong hợp đồng hoặc các bên có thỏa thuận hoặc pháp luật có quy định.,doc_1193
"Quyền sở hữu được xác lập khi chiếm hữu, được lợi về tài sản theo quy định tại Điều 236 của Bộ luật Dân sự.",Quyền sở hữu được xác lập qua lợi ích từ tài sản chiếm hữu đúng không?,"Quyền sở hữu được xác lập khi chiếm hữu, được lợi về tài sản theo quy định tại Điều 236 của Bộ luật Dân sự.",doc_1194
"Quyền bề mặt được xác lập theo quy định của luật, theo thỏa thuận hoặc theo di chúc.",Quyền bề mặt được xác lập căn cứ vào đâu?,"Quyền bề mặt được xác lập theo quy định của luật, theo thỏa thuận hoặc theo di chúc.",doc_1195
"Bên vận chuyển chịu chi phí liên quan đến việc chuyên chở tài sản, trừ trường hợp có thỏa thuận khác.",Bên vận chuyển có trách nhiệm chi trả những chi phí gì?,"Bên vận chuyển chịu chi phí liên quan đến việc chuyên chở tài sản, trừ trường hợp có thỏa thuận khác.",doc_1196
"Thiệt hại thực tế phải được bồi thường toàn bộ và kịp thời. Các bên có thể thỏa thuận về mức bồi thường, hình thức bồi thường bằng tiền, bằng hiện vật hoặc thực hiện một công việc, phương thức bồi thường một lần hoặc nhiều lần, trừ trường hợp pháp luật có quy định khác.",Người gây thiệt hại có thể thỏa thuận về mức bồi thường không?,"Thiệt hại thực tế phải được bồi thường toàn bộ và kịp thời. Các bên có thể thỏa thuận về mức bồi thường, hình thức bồi thường bằng tiền, bằng hiện vật hoặc thực hiện một công việc, phương thức bồi thường một lần hoặc nhiều lần, trừ trường hợp pháp luật có quy định khác.",doc_1197
Tài sản chung của vợ chồng có thể phân chia theo thỏa thuận hoặc theo quyết định của Tòa án.,Tài sản chung của vợ chồng có thể phân chia như thế nào?,Tài sản chung của vợ chồng có thể phân chia theo thỏa thuận hoặc theo quyết định của Tòa án.,doc_1198
"Người lập di chúc có quyền dành một phần tài sản trong khối di sản để di tặng, thờ cúng.",Người lập di chúc có thể dùng tài sản trong khối di sản cho mục đích gì ngoài việc chia cho người thừa kế?,"Người lập di chúc có quyền dành một phần tài sản trong khối di sản để di tặng, thờ cúng.",doc_1199
Địa điểm giao tài sản do các bên thỏa thuận; nếu không có thỏa thuận thì áp dụng quy định tại khoản 2 Điều 277 của Bộ luật Dân sự.,"Trong trường hợp không thỏa thuận về địa điểm giao tài sản, sẽ áp dụng quy định nào?",Địa điểm giao tài sản do các bên thỏa thuận; nếu không có thỏa thuận thì áp dụng quy định tại khoản 2 Điều 277 của Bộ luật Dân sự.,doc_1200
"Các bên được thỏa thuận lựa chọn pháp luật áp dụng cho việc bồi thường thiệt hại ngoài hợp đồng, trừ trường hợp quy định tại khoản 2 Điều này.",Có trường hợp nào pháp luật không được các bên thỏa thuận lựa chọn áp dụng cho việc bồi thường thiệt hại ngoài hợp đồng không?,"Các bên được thỏa thuận lựa chọn pháp luật áp dụng cho việc bồi thường thiệt hại ngoài hợp đồng, trừ trường hợp quy định tại khoản 2 Điều này.",doc_1201
"Người giám hộ có nghĩa vụ chăm sóc, giáo dục người được giám hộ.",Người giám hộ có nghĩa vụ gì đối với người được giám hộ chưa đủ mười lăm tuổi?,"Người giám hộ có nghĩa vụ chăm sóc, giáo dục người được giám hộ.",doc_1202
"Việc đại diện cho Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam, cơ quan nhà nước ở Trung ương, ở địa phương tham gia quan hệ dân sự được thực hiện theo quy định của pháp luật về chức năng, nhiệm vụ, quyền hạn và tổ chức bộ máy của cơ quan nhà nước. Việc đại diện thông qua cá nhân, pháp nhân khác chỉ được thực hiện trong các trường hợp và theo trình tự, thủ tục do pháp luật quy định.",Việc đại diện thông qua cá nhân hoặc pháp nhân khác trong quan hệ dân sự có bị giới hạn không?,"Việc đại diện cho Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam, cơ quan nhà nước ở Trung ương, ở địa phương tham gia quan hệ dân sự được thực hiện theo quy định của pháp luật về chức năng, nhiệm vụ, quyền hạn và tổ chức bộ máy của cơ quan nhà nước. Việc đại diện thông qua cá nhân, pháp nhân khác chỉ được thực hiện trong các trường hợp và theo trình tự, thủ tục do pháp luật quy định.",doc_1203
"Khi vật phải giao là vật đặc định thì bên có nghĩa vụ phải giao đúng vật đó và đúng tình trạng như đã cam kết; nếu là vật cùng loại thì phải giao đúng số lượng và chất lượng như đã thỏa thuận, nếu không có thỏa thuận về chất lượng thì phải giao vật đó với chất lượng trung bình; nếu là vật đồng bộ thì phải giao đồng bộ.","Khi giao vật đồng bộ, bên có nghĩa vụ cần thực hiện ra sao?","Khi vật phải giao là vật đặc định thì bên có nghĩa vụ phải giao đúng vật đó và đúng tình trạng như đã cam kết; nếu là vật cùng loại thì phải giao đúng số lượng và chất lượng như đã thỏa thuận, nếu không có thỏa thuận về chất lượng thì phải giao vật đó với chất lượng trung bình; nếu là vật đồng bộ thì phải giao đồng bộ.",doc_1204
"Giao dịch dân sự không có một trong các điều kiện được quy định tại Điều 117 của Bộ luật Dân sự thì vô hiệu, trừ trường hợp Bộ luật Dân sự có quy định khác.",Có trường hợp nào khác khiến giao dịch dân sự vô hiệu không theo Điều 117 không?,"Giao dịch dân sự không có một trong các điều kiện được quy định tại Điều 117 của Bộ luật Dân sự thì vô hiệu, trừ trường hợp Bộ luật Dân sự có quy định khác.",doc_1205
"Trường hợp pháp luật có quy định trình tự, thủ tục định đoạt tài sản thì phải tuân theo trình tự, thủ tục đó.","Trong trường hợp pháp luật quy định trình tự, thủ tục định đoạt tài sản, điều gì cần tuân theo?","Trường hợp pháp luật có quy định trình tự, thủ tục định đoạt tài sản thì phải tuân theo trình tự, thủ tục đó.",doc_1206
Thời hạn là một khoảng thời gian được xác định từ thời điểm này đến thời điểm khác.,Thời hạn có thể được xác định như thế nào?,Thời hạn là một khoảng thời gian được xác định từ thời điểm này đến thời điểm khác.,doc_1207
"Người lập di chúc có quyền chỉ định người giữ di chúc, người quản lý di sản, người phân chia di sản.",Người lập di chúc có quyền chỉ định ai trong việc quản lý di sản?,"Người lập di chúc có quyền chỉ định người giữ di chúc, người quản lý di sản, người phân chia di sản.",doc_1208
"Pháp nhân có quyền, nghĩa vụ dân sự phát sinh từ giao dịch dân sự do chi nhánh, văn phòng đại diện xác lập, thực hiện.",Pháp nhân phải chịu trách nhiệm như thế nào về giao dịch của chi nhánh và văn phòng đại diện?,"Pháp nhân có quyền, nghĩa vụ dân sự phát sinh từ giao dịch dân sự do chi nhánh, văn phòng đại diện xác lập, thực hiện.",doc_1209
"Bảo lãnh là việc người thứ ba cam kết với bên nhận bảo lãnh sẽ thực hiện nghĩa vụ thay cho bên được bảo lãnh, nếu bên được bảo lãnh không thực hiện hoặc thực hiện không đúng nghĩa vụ khi đến thời hạn.",Điều kiện nào để bên bảo lãnh thực hiện nghĩa vụ thay cho bên được bảo lãnh?,"Bảo lãnh là việc người thứ ba cam kết với bên nhận bảo lãnh sẽ thực hiện nghĩa vụ thay cho bên được bảo lãnh, nếu bên được bảo lãnh không thực hiện hoặc thực hiện không đúng nghĩa vụ khi đến thời hạn.",doc_1210
"Trường hợp cá nhân, pháp nhân không tuân thủ quy định tại khoản 1 Điều này thì Tòa án hoặc cơ quan có thẩm quyền khác căn cứ vào tính chất, hậu quả của hành vi vi phạm mà có thể không bảo vệ một phần hoặc toàn bộ quyền của họ, buộc bồi thường nếu gây thiệt hại và có thể áp dụng chế tài khác do luật quy định.","Trường hợp nào Tòa án không bảo vệ quyền dân sự của cá nhân, pháp nhân?","Trường hợp cá nhân, pháp nhân không tuân thủ quy định tại khoản 1 Điều này thì Tòa án hoặc cơ quan có thẩm quyền khác căn cứ vào tính chất, hậu quả của hành vi vi phạm mà có thể không bảo vệ một phần hoặc toàn bộ quyền của họ, buộc bồi thường nếu gây thiệt hại và có thể áp dụng chế tài khác do luật quy định.",doc_1211
"Chủ sở hữu, người chiếm hữu, người được giao quản lý phải bồi thường thiệt hại do cây cối gây ra.",Người chiếm hữu hoặc người được giao quản lý cây cối có trách nhiệm gì trong việc bồi thường thiệt hại?,"Chủ sở hữu, người chiếm hữu, người được giao quản lý phải bồi thường thiệt hại do cây cối gây ra.",doc_1212
Nếu người chuyển giao quyền yêu cầu vi phạm nghĩa vụ quy định tại khoản 1 và gây thiệt hại thì phải bồi thường thiệt hại.,Thiệt hại do vi phạm nghĩa vụ của người chuyển giao quyền yêu cầu phải được bồi thường như thế nào?,Nếu người chuyển giao quyền yêu cầu vi phạm nghĩa vụ quy định tại khoản 1 và gây thiệt hại thì phải bồi thường thiệt hại.,doc_1213
"Cá nhân có quyền hiến mô, bộ phận cơ thể của mình khi còn sống hoặc hiến mô, bộ phận cơ thể, hiến xác của mình sau khi chết vì mục đích chữa bệnh cho người khác hoặc nghiên cứu y học, dược học và các nghiên cứu khoa học khác.","Cá nhân có quyền gì đối với việc hiến mô, bộ phận cơ thể của mình?","Cá nhân có quyền hiến mô, bộ phận cơ thể của mình khi còn sống hoặc hiến mô, bộ phận cơ thể, hiến xác của mình sau khi chết vì mục đích chữa bệnh cho người khác hoặc nghiên cứu y học, dược học và các nghiên cứu khoa học khác.",doc_1214
Trường hợp chậm tiếp nhận đối tượng của nghĩa vụ là tài sản thì bên có nghĩa vụ có thể gửi tài sản tại nơi nhận gửi giữ tài sản hoặc áp dụng biện pháp cần thiết khác để bảo quản tài sản và có quyền yêu cầu thanh toán chi phí hợp lý. Trường hợp tài sản được gửi giữ thì bên có nghĩa vụ phải thông báo ngay cho bên có quyền.,"Trường hợp chậm tiếp nhận tài sản, bên có nghĩa vụ có thể làm gì?",Trường hợp chậm tiếp nhận đối tượng của nghĩa vụ là tài sản thì bên có nghĩa vụ có thể gửi tài sản tại nơi nhận gửi giữ tài sản hoặc áp dụng biện pháp cần thiết khác để bảo quản tài sản và có quyền yêu cầu thanh toán chi phí hợp lý. Trường hợp tài sản được gửi giữ thì bên có nghĩa vụ phải thông báo ngay cho bên có quyền.,doc_1215
Quyết định của Tòa án hoặc cơ quan có thẩm quyền khác là một căn cứ để xác lập quyền dân sự theo quy định của luật.,Quyết định của cơ quan có thẩm quyền đóng vai trò gì trong quyền dân sự?,Quyết định của Tòa án hoặc cơ quan có thẩm quyền khác là một căn cứ để xác lập quyền dân sự theo quy định của luật.,doc_1216
"Việc thực hiện công việc không có ủy quyền chấm dứt khi người thực hiện công việc không có ủy quyền chết, nếu là cá nhân hoặc chấm dứt tồn tại, nếu là pháp nhân.",Trường hợp người thực hiện công việc không có ủy quyền chết hoặc chấm dứt tồn tại sẽ dẫn đến việc gì?,"Việc thực hiện công việc không có ủy quyền chấm dứt khi người thực hiện công việc không có ủy quyền chết, nếu là cá nhân hoặc chấm dứt tồn tại, nếu là pháp nhân.",doc_1217
Cá nhân đã chuyển đổi giới tính có quyền đăng ký thay đổi hộ tịch và có quyền nhân thân phù hợp với giới tính đã được chuyển đổi theo quy định của Bộ luật Dân sự và luật khác có liên quan.,Cá nhân đã chuyển đổi giới tính có quyền thay đổi gì?,Cá nhân đã chuyển đổi giới tính có quyền đăng ký thay đổi hộ tịch và có quyền nhân thân phù hợp với giới tính đã được chuyển đổi theo quy định của Bộ luật Dân sự và luật khác có liên quan.,doc_1218
Hợp đồng theo mẫu phải được công khai để bên được đề nghị biết hoặc phải biết về những nội dung của hợp đồng.,Hợp đồng theo mẫu có phải được công khai không?,Hợp đồng theo mẫu phải được công khai để bên được đề nghị biết hoặc phải biết về những nội dung của hợp đồng.,doc_1219
"Bên thế chấp có quyền bán, trao đổi, tặng cho tài sản thế chấp không phải là hàng hóa luân chuyển trong quá trình sản xuất, kinh doanh, nếu được bên nhận thế chấp đồng ý hoặc theo quy định của luật.",Bên thế chấp có quyền gì đối với tài sản thế chấp không phải là hàng hóa luân chuyển?,"Bên thế chấp có quyền bán, trao đổi, tặng cho tài sản thế chấp không phải là hàng hóa luân chuyển trong quá trình sản xuất, kinh doanh, nếu được bên nhận thế chấp đồng ý hoặc theo quy định của luật.",doc_1220
"Trường hợp bên cho thuê đã được thông báo mà không sửa chữa hoặc sửa chữa không kịp thời thì bên thuê có quyền tự sửa chữa tài sản thuê với chi phí hợp lý, nhưng phải báo cho bên cho thuê và có quyền yêu cầu bên cho thuê thanh toán chi phí sửa chữa.",Bên thuê có quyền yêu cầu bên cho thuê thanh toán chi phí sửa chữa không?,"Trường hợp bên cho thuê đã được thông báo mà không sửa chữa hoặc sửa chữa không kịp thời thì bên thuê có quyền tự sửa chữa tài sản thuê với chi phí hợp lý, nhưng phải báo cho bên cho thuê và có quyền yêu cầu bên cho thuê thanh toán chi phí sửa chữa.",doc_1221
"Trong trường hợp hợp đồng hợp tác không quy định khác, một cá nhân, pháp nhân có thể trở thành thành viên mới của hợp đồng nếu được sự đồng ý của hơn một nửa tổng số thành viên hợp tác.","Có cần phải có quy định trong hợp đồng hợp tác về gia nhập không? Nếu không có quy định, quy trình sẽ như thế nào?","Trong trường hợp hợp đồng hợp tác không quy định khác, một cá nhân, pháp nhân có thể trở thành thành viên mới của hợp đồng nếu được sự đồng ý của hơn một nửa tổng số thành viên hợp tác.",doc_1222
"Quyền sở hữu bao gồm quyền chiếm hữu, quyền sử dụng và quyền định đoạt tài sản của chủ sở hữu theo quy định của luật.",Quyền sở hữu bao gồm những quyền nào của chủ sở hữu?,"Quyền sở hữu bao gồm quyền chiếm hữu, quyền sử dụng và quyền định đoạt tài sản của chủ sở hữu theo quy định của luật.",doc_1223
Được thanh toán chi phí hợp lý bảo quản tài sản cầm cố khi trả lại tài sản cho bên cầm cố.,"Theo Điều 314, chi phí hợp lý nào cần được thanh toán cho bên nhận cầm cố?",Được thanh toán chi phí hợp lý bảo quản tài sản cầm cố khi trả lại tài sản cho bên cầm cố.,doc_1224
Bảo lãnh có thể chấm dứt theo thỏa thuận của các bên.,"Khi các bên thỏa thuận, bảo lãnh có thể chấm dứt không?",Bảo lãnh có thể chấm dứt theo thỏa thuận của các bên.,doc_1225
